text,label,language,scam_type
Tiada pengalaman diperlukan. pengulas dalam talian mendapat SGD 50 setiap hari.,1,ms,job_scam
Suspicious transfer detected on your OCBC account. Verify immediately.,1,en,phishing
Berhadiah SGD 200 untuk membantu mangsa bencana.,1,ms,charity
POSB இன் அவசர பாதுகாப்பு எச்சரிக்கை. உங்கள் விவரங்களை இப்போது உறுதிப்படுத்தவும். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,phishing
"Room very cheap in Bishan, pay deposit SGD 150 first.",1,singlish,rental
"包裹在海关收藏,需要100SGD的清理费用.",1,zh,parcel_delivery
"Unit terakhir dengan harga ini, simpan 500 SGD sekarang, balas sebelum tengah malam.",1,ms,rental
Tiada pengalaman diperlukan. Penolong listing mendapat SGD 1000 setiap hari.,1,ms,job_scam
"开始用1500SGD,每天都能获得被动收入.",1,zh,investment
Berinvestasi SGD 200 dan menggandakan wang anda dalam 30 hari.,1,ms,investment
Urgent relief fund. SGD 250 donation needed today. Your access will be revoked.,1,en,charity
"借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借款人,借",1,zh,loan
"Unit terakhir dengan harga ini, simpan dengan SGD 3000 sekarang.",1,ms,rental
"Room very cheap in Jurong, pay deposit SGD 250 first.",1,singlish,prize
"股票有限的销售,立即转移750SGD.",1,zh,ecommerce
"投资100SGD,在30天内翻一番,",1,zh,investment
மேபேங்கின் பாதுகாப்பு குழு அங்கீகரிக்கப்படாத அணுகலை கண்டறிந்தது. 24 மணி நேரத்திற்குள் பதிலளிக்கவும்.,1,ta,bank_impersonation
Food bank running low. Donate SGD 1000 to help families. Click the link to resolve.,1,en,charity
Part-time data entry clerk needed urgently. Earn SGD 50 per shift. Do not ignore this message.,1,en,job_scam
உங்கள் POSB டெபிட் கார்டு மறு சரிபார்ப்பு தேவை. உடனடியாக சரிபார்ப்பு.,1,ta,bank_impersonation
"புதிய எண், குடும்ப அவசரநிலை, SGD 150 க்கு வரி வழியாக பரிமாற்றம் செய்யுங்கள். தண்டனை தவிர்க்க இப்போது பதிலளிக்கவும்.",1,ta,fake_friend
Approved for SGD 1500 personal loan. Collect now. Immediate action required.,1,en,loan
"Work from home lah, earn SGD 1000 daily, very easy one.",1,singlish,government_impersonation
"Perkhidmatan kad PayNow anda terhad, pastikan identiti anda pulih.",1,ms,phishing
银行安全团队发现未经授权的访问.,1,zh,bank_impersonation
"Got loan SGD 250 for you liao, claim before expire.",1,singlish,investment
Perkhidmatan kad CPF anda memerlukan pengesahan semula.,1,ms,bank_impersonation
"Akses akaun OCBC anda telah disekat, pastikan identiti anda untuk dipulihkan.",1,ms,phishing
ஃபிளாஷ் விற்பனை இன்று முடிகிறது SGD 5000 செலுத்துங்கள் விலை பூட்டுதல் உங்கள் கணக்கு முடக்கப்படும்,1,ta,ecommerce
"现在拿1500SGD预订,点击链接,以解决.",1,zh,rental
ICA memerlukan dokumen anda untuk diverifikasi.,1,ms,government_impersonation
Start with SGD 1500 and earn passive income per task. Your account will be terminated.,1,en,investment
Urgent relief fund. SGD 1500 donation needed today. Reply now to avoid penalty.,1,en,charity
Approved for SGD 1000 personal loan. Collect now. Click the link to resolve.,1,en,loan
"Jualan saham terhad, transfer SGD 500 segera.",1,ms,ecommerce
"Hi Mum, it's me. Stuck overseas. Send SGD 100 please. Click the link to resolve.",1,en,fake_friend
Online job available. SGD 3000 per shift payout guaranteed. Confirm your details to avoid disruption.,1,en,job_scam
"你的电话号码改变了,这是我,急切转移SGD1500.",1,zh,fake_friend
Urgent security alert from Maybank. Confirm your details now. Your account will be terminated.,1,en,phishing
Limited stock sale. உடனடியாக SGD 1500 பரிமாற்றம். உடனடி நடவடிக்கை தேவை.,1,ta,ecommerce
"வணக்கம் அம்மா, நான். வெளிநாடுகளில் சிக்கி இருக்கிறேன். SGD 750 அனுப்புங்கள். உடனடியாக செயல்படுங்கள்.",1,ta,fake_friend
New number. Family emergency. Transfer SGD 50 via WeChat. Your access will be revoked.,1,en,fake_friend
Aplikasi mudah alih Maybank anda memerlukan pengesahan semula.,1,ms,bank_impersonation
5000 SGD தனிப்பட்ட கடன் ஒப்புதல். இப்போது சேகரிக்க. நள்ளிரவுக்கு முன் பதில்.,1,ta,loan
Congratulations! SGD 250 reward waiting for you. Respond before midnight.,1,en,prize
Exclusive investment group. SGD 250 பதிவு. உத்தரவாத வருமானம். 24 மணி நேரத்திற்குள் பதில்.,1,ta,investment
உங்கள் HSBC கணக்கில் அங்கீகரிக்கப்படாத நிதி நகர்வு. உங்கள் கணக்கு நிறுத்தப்படும்.,1,ta,phishing
"现在,我们要付2000SGD,锁定价格.",1,zh,ecommerce
You won SGD 5000 in the lucky draw. Claim now. Confirm your details to avoid disruption.,1,en,prize
包裹在海关收藏. 需要50SGD的清理费用. 需要立即采取行动.,1,zh,parcel_delivery
Official government notice: action required immediately. Failure to respond will result in legal action.,1,en,government_impersonation
sumbangan SGD 300 melalui WeChat. ini adalah notis terakhir anda.,1,ms,charity
உணவு வங்கி குறைந்து வருகிறது குடும்பங்களுக்கு உதவி செய்ய 5000 SGD நன்கொடையாக உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,charity
இந்த விலைக்கு கடைசி அலகு. 50 SGD உடன் இப்போது ரிசர்வ். உடனடியாக ஆதரவு தொடர்பு.,1,ta,rental
"Oi WeChat has new part-time job, SGD 750 weekly, easy.",1,singlish,ecommerce
Wah PayNow send notice say your debit card blocked already.,1,singlish,charity
அனுபவம் தேவையில்லை. தயாரிப்பு சோதனையாளர் தினமும் 5000 SGD சம்பாதிக்கிறார். உடனடியாக சரிபார்க்கவும்.,1,ta,job_scam
No experience needed. listing assistant earns SGD 3000 daily. This is your final notice.,1,en,job_scam
கடன் காசோலை கடன் கிடைக்கவில்லை. இன்று 100 SGD பெறுங்கள். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.,1,ta,loan
Tugas Instagram. Komisen SGD 300 setiap shift.,1,ms,job_scam
பஸ்ஸை அனுப்புநருக்கு திருப்பி அனுப்புங்கள். முகவரியை புதுப்பித்து SGD 2000 செலுத்துங்கள். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் மேற்கொள்ளப்படும்.,1,ta,parcel_delivery
"开始用1500SGD,每班收入被动.",1,zh,investment
"No need experience one, just do data entry clerk, earn SGD 500 daily.",1,singlish,charity
Pinjaman pantas SGD 2000 diluluskan dengan serta-merta. Klik pautan untuk menyelesaikan.,1,ms,loan
Unauthorised access attempt on your Standard Chartered account. Failure to respond will result in legal action.,1,en,phishing
Limited stock sale. SGD 750 உடனடியாக மாற்றவும். உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,ecommerce
Online job available. SGD 150 weekly payout guaranteed. Respond before midnight.,1,en,job_scam
New number. Family emergency. Transfer SGD 1000 via Signal. Act now.,1,en,fake_friend
"没有经验,在线评论员每天200SGD.",1,zh,job_scam
"Aiya so easy one, product tester job, earn SGD 2000 from home.",1,singlish,government_impersonation
失去了我的手机. 请把SGD1500送给这个新号码.,1,zh,fake_friend
Paket yang disimpan di kastam. Yuran pengesanan SGD 250 diperlukan. Hubungi sokongan segera.,1,ms,parcel_delivery
Wang tunai kecemasan SGD 1500 dibayar dalam masa 1 jam. Hubungi sokongan segera.,1,ms,loan
"Aiya buy now lah, SGD 500 only, tomorrow price go up.",1,singlish,loan
வாழ்த்துக்கள். 500 SGD வெகுமதி உங்களுக்காக காத்திருக்கிறது. உடனடி நடவடிக்கை தேவை.,1,ta,prize
என் தொலைபேசி காணாமல் போனது. தயவு செய்து இந்த புதிய எண்ணுக்கு SGD 500 அனுப்புங்கள். நள்ளிரவுக்கு முன் பதில்.,1,ta,fake_friend
Cancer patient needs SGD 1000 for treatment. Verify immediately.,1,en,charity
"紧急现金200SGD,在一个小时内支付.这是最后的通知.",1,zh,loan
"你的Singpass账户被结,这是最后的通知.",1,zh,phishing
"Aiyoh CPF say got fund movement on your account, faster check.",1,singlish,bank_impersonation
உணவு வங்கி குறைந்து வருகிறது. குடும்பங்களுக்கு 500 SGD நன்கொடை. 24 மணி நேரத்திற்குள் பதில்.,1,ta,charity
உங்கள் HSBC கணக்கில் சந்தேகத்திற்குரிய பரிமாற்றம் கண்டறியப்பட்டது.,1,ta,phishing
Your order from overseas is held. Pay SGD 750 to proceed. Respond within 24 hours.,1,en,parcel_delivery
WhatsApp பணி பணி. வாரத்திற்கு SGD 3000 கமிஷன். உடனடியாக சரிபார்க்கவும்.,1,ta,job_scam
"எனக்கு 2000 டாலர் தேவை, நாளை திருப்பித் தருகிறேன் நள்ளிரவுக்கு முன்னர் பதில் சொல்லு.",1,ta,fake_friend
"Oi WeChat has new part-time job, SGD 500 daily, easy.",1,singlish,loan
"Oi Signal has new part-time job, SGD 5000 per task, easy.",1,singlish,rental
Cheap deal available. Pay SGD 300 now to secure item. Your account will be terminated.,1,en,ecommerce
"开始100SGD,每小时得一笔负收入,你的账户将被终止.",1,zh,investment
Your Maybank mobile app requires re-verification. Your account will be terminated.,1,en,bank_impersonation
வரி பணி பணி. ஒரு பணிக்கு 750 SGD கமிஷன். இது உங்கள் இறுதி அறிவிப்பு.,1,ta,job_scam
Cheap rental. Transfer SGD 1500 booking fee now to reserve. Reply now to avoid penalty.,1,en,rental
"Wah in trouble leh, need SGD 750 first, confirm pay back.",1,singlish,phishing
"华盛顿工作,每周的佣金3000SGD.",1,zh,job_scam
"现在就从家里工作,每班工作250SGD.",1,zh,job_scam
Bayar SGD 1000 untuk unit tahanan.,1,ms,rental
வாழ்த்துக்கள். 50 SGD வெகுமதி உங்களுக்காக காத்திருக்கிறது. உடனடி நடவடிக்கை தேவை.,1,ta,prize
NTUC voucher SGD 1500 unclaimed. Collect before it expires. Your access will be revoked.,1,en,prize
您的标准理财账户上未经授权的交易.,1,zh,phishing
Cheap deal available. Pay SGD 750 now to secure item. This is your final notice.,1,en,ecommerce
Suspicious transfer detected in your CPF account. Respond before midnight.,1,en,bank_impersonation
Skim Crypto menjamin SGD 50 pulangan setiap minggu.,1,ms,investment
"Dompet elektronik DBS anda telah disekat, pastikan identiti anda dipulihkan.",1,ms,phishing
"Wah Standard Chartered say got unauthorised withdrawal, must confirm now.",1,singlish,phishing
"送货失败,付出300SGD,让你放出包裹.",1,zh,parcel_delivery
உங்கள் DBS கணக்கில் அங்கீகரிக்கப்படாத பரிமாற்றம். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,phishing
Verify your identity with the government portal. Avoid account termination. Verify immediately.,1,en,government_impersonation
Lucky winner selected. Receive SGD 1500 prize. Do not ignore this message.,1,en,prize
"Wah easy money leh, SGD 1000 daily, just do simple task.",1,singlish,government_impersonation
Order confirmed. Pay SGD 1500 deposit to release goods. Verify immediately.,1,en,ecommerce
Start with SGD 100 and earn passive income every day. Reply now to avoid penalty.,1,en,investment
Start with SGD 750 and earn passive income weekly. Confirm your details to avoid disruption.,1,en,investment
NTUC வவுச்சர் SGD 300 கோரப்படாதது. அது காலாவதியாகும் முன் சேகரிக்க. நள்ளிரவுக்கு முன் பதிலளிக்கவும்.,1,ta,prize
Cancer patient needs SGD 250 for treatment. Reply now to avoid penalty.,1,en,charity
Pembayaran yang mencurigakan di akaun HSBC anda akan dihentikan.,1,ms,bank_impersonation
SGD 50 தனிப்பட்ட கடன் ஒப்புதல்.,1,ta,loan
"现在给我250SGD,不要忽视这个消息.",1,zh,rental
எந்த அனுபவமும் தேவையில்லை. பட்டியல் உதவியாளர் தினமும் SGD 1500 சம்பாதிக்கிறார். உங்கள் கணக்கு முடக்கப்படும்.,1,ta,job_scam
",这是我,留在海外,请发送200SGD,请回复,以避免罚款.",1,zh,fake_friend
"现在,我们要把你的信息确认,以避免干扰.",1,zh,ecommerce
"Part-time job leh, work from home, earn SGD 500 per hour.",1,singlish,loan
Part-time survey taker needed urgently. Earn SGD 1000 every day. Failure to act will result in permanent closure.,1,en,job_scam
"Pinjaman pinjaman yang berlesen, pinjaman SGD 2000, faedah rendah, mengesahkan butiran anda untuk mengelakkan gangguan.",1,ms,loan
"现在就拿300SGD,立即查看.",1,zh,loan
"Wah Citibank say got unauthorised payment, must confirm now.",1,singlish,ecommerce
Bro your DBS account kena suspended already lah.,1,singlish,ecommerce
"现在,我们需要立即采取行动.",1,zh,rental
"股票有限的销售,立即转移100SGD.这是最后的通知.",1,zh,ecommerce
Bantuan media sosial separuh masa diperlukan dengan segera. Dapatkan SGD 100 sejam. Balas dalam masa 24 jam.,1,ms,job_scam
"Saya dalam masalah, perlukan SGD 3000 sekarang, akan bayar esok, semak segera.",1,ms,fake_friend
Maybank இருந்து அவசர பாதுகாப்பு எச்சரிக்கை. உங்கள் விவரங்களை உறுதிப்படுத்தவும். உடனடியாக சரிபார்க்கவும்.,1,ta,phishing
"உரிமம் பெற்ற பணக் கடன், SGD 50 கடன், குறைந்த வட்டி. இந்த செய்தியை புறக்கணிக்காதீர்கள்.",1,ta,loan
"Wah easy money leh, SGD 1500 per session, just do simple task.",1,singlish,fake_friend
அதிர்ஷ்டசாலி வெற்றியாளர் தேர்ந்தெடுக்கப்பட்டார். SGD 300 பரிசு பெறுங்கள். நள்ளிரவுக்கு முன் பதில்.,1,ta,prize
"您的包裹无法交付,请支付150SGD的费用,",1,zh,parcel_delivery
Standard Chartered alert: new device login attempt blocked. Confirm identity. Contact support immediately.,1,en,bank_impersonation
"Kumpulan pelaburan eksklusif, entri SGD 5000, pulangan dijamin, tindakan segera diperlukan.",1,ms,investment
Peringatan Bank Percaya: Percubaan log masuk peranti baru disekat.,1,ms,bank_impersonation
Landlord need SGD 100 deposit via Instagram first.,1,singlish,bank_impersonation
200 SGD என்ற விரைவான கடன் உடனடியாக அங்கீகரிக்கப்பட்டது. பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் மேற்கொள்ளப்படும்.,1,ta,loan
"现在就付出100SGD的存款,你的账户将被终止.",1,zh,rental
"IRAS say you owe tax leh, pay SGD 250 or kena SGD 1000 fine.",1,singlish,investment
இந்த விலைக்கு கடைசி அலகு. 150 SGD உடன் இப்போது ரிசர்வ் செய்யவும்.,1,ta,rental
அவசர பண SGD 500 ஒரு மணி நேரத்திற்குள் செலுத்தப்படும். 24 மணி நேரத்திற்குள் பதிலளிக்கவும்.,1,ta,loan
ஃபிளாஷ் விற்பனை இன்று இரவில் முடிகிறது. விலை பூட்டுவதற்கு SGD 300 செலுத்துங்கள். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,ecommerce
Perbankan dalam talian Trust Bank anda memerlukan pengesahan semula. Klik pautan untuk menyelesaikan.,1,ms,bank_impersonation
உங்கள் POSB மின்னணு பணப்பை மறு சரிபார்ப்பு தேவை. பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.,1,ta,bank_impersonation
"Eh donate lah, SGD 3000 via Facebook, very easy.",1,singlish,ecommerce
你的银行账户已被禁用.,1,zh,phishing
HDB room for rent. Pay SGD 150 to hold unit. Your account will be terminated.,1,en,rental
Trust Bank alert: new device login attempt blocked. Confirm identity. Respond before midnight.,1,en,bank_impersonation
Cheap rental. Transfer SGD 750 booking fee now to reserve. Failure to act will result in permanent closure.,1,en,rental
Berikan SGD 1500 untuk membantu mangsa bencana.,1,ms,charity
Earn SGD 100 every day working from home. Immediate action required.,1,en,job_scam
Package arrived but need SGD 200 to release from warehouse.,1,singlish,ecommerce
Last unit at this price. Reserve with SGD 2000 now. Your account will be terminated.,1,en,rental
"Wah this job very good sia, SGD 300 per session, from home.",1,singlish,bank_impersonation
Bank makanan akan habis. Berikan SGD 2000 untuk membantu keluarga.,1,ms,charity
"Wah Trust Bank say got unauthorised access attempt, must confirm now.",1,singlish,rental
Children's charity drive. Contribute SGD 50 via WeChat. Verify immediately.,1,en,charity
Mulakan dengan SGD 300 dan dapatkan pendapatan pasif setiap shift.,1,ms,investment
您被选为SGD 750现金奖金.,1,zh,prize
"Limited slots leh, invest SGD 750 before full.",1,singlish,investment
No experience needed. product tester earns SGD 100 daily. Do not ignore this message.,1,en,job_scam
அனுபவம் தேவையில்லை. ஆன்லைன் விமர்சகர் தினமும் SGD 250 சம்பாதிக்கிறார். 24 மணி நேரத்திற்குள் பதிலளிக்கவும்.,1,ta,job_scam
நீங்கள் SGD 200 பண பரிசு தேர்வு செய்யப்படுகிறீர்கள். உடனடியாக சரிபார்க்கவும்.,1,ta,prize
ஸ்டாண்டர்ட் சார்ட்ரெடின் அவசர பாதுகாப்பு எச்சரிக்கை. உங்கள் விவரங்களை இப்போது உறுதிப்படுத்தவும். உடனடியாக சரிபார்க்கவும்.,1,ta,phishing
நீங்கள் SGD 300 ரொக்க பரிசுக்கு தேர்ந்தெடுக்கப்பட்டீர்கள். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,prize
Start with SGD 100 and earn passive income per shift. Confirm your details to avoid disruption.,1,en,investment
房东需要通过Signal存款2000SGD.,1,zh,rental
கடன் காசோலை கடன் கிடைக்கவில்லை. SGD 50 இன்று பெற. இது உங்கள் இறுதி அறிவிப்பு.,1,ta,loan
உங்கள் HSBC கணக்கில் சந்தேகத்திற்குரிய உள்நுழைவு கண்டறியப்பட்டது. இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,bank_impersonation
Licensed moneylender. SGD 250 loan. Low interest. Respond before midnight.,1,en,loan
உங்கள் சிங் பாஸ் ஆன்லைன் வங்கி தடுக்கப்பட்டுள்ளது அடையாளத்தை சரிபார்க்கவும் மீட்டெடுக்க. நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,phishing
"独家投资集团,SGD750入口,保证回报.立即检查.",1,zh,investment
டெலிகிராம் பணி பணி. வாரத்திற்கு 5000 SGD கமிஷன். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,job_scam
"Wah Trust Bank say got unauthorised transfer, must confirm now.",1,singlish,job_scam
அதிர்ஷ்டசாலி வெற்றியாளர் தேர்ந்தெடுக்கப்பட்டார். SGD 200 பரிசு பெறுங்கள். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,prize
"Wah nice unit, SGD 1000 deposit, many people want leh.",1,singlish,ecommerce
New number. Family emergency. Transfer SGD 150 via Facebook. Act now.,1,en,fake_friend
"Bank makanan akan habis, serahkan SGD 750 untuk membantu keluarga.",1,ms,charity
Urgent relief fund. SGD 1500 donation needed today. Respond within 24 hours.,1,en,charity
NTUC voucher SGD 200 unclaimed. Collect before it expires. This is your final notice.,1,en,prize
"Bayar SGD 750 untuk unit, balas sebelum tengah malam.",1,ms,rental
"Pemenang yang beruntung dipilih, menerima hadiah SGD 500.",1,ms,prize
Berdoa SGD 2000 untuk membantu mangsa bencana.,1,ms,charity
"现在只能拿500SGD,如果不做,就会永久关闭.",1,zh,rental
"2000 SGD உடன் தொடங்கி, வாரந்தோறும் பாசிவ் வருமானம் ஈட்டவும். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.",1,ta,investment
"Part-time job leh, work from home, earn SGD 250 daily.",1,singlish,government_impersonation
Suspicious payment detected on your DBS account. Confirm your details to avoid disruption.,1,en,phishing
Children's charity drive. Contribute SGD 3000 via Line. This is your final notice.,1,en,charity
"每周从家工作,就能7500SGD.",1,zh,job_scam
சமூக ஊடக உதவி தேவை. தினமும் 300 SGD சம்பாதிக்க. உங்கள் கணக்கு முடக்கப்படும்.,1,ta,job_scam
你的HSBC手机应用程序需要重新验证.,1,zh,bank_impersonation
NTUC வவுச்சர் SGD 250 கோரப்படாதது. அது காலாவதியாகும் முன் சேகரிக்கவும். உடனடியாக ஆதரவை தொடர்பு கொள்ளவும்.,1,ta,prize
"Wah fast approve sia, SGD 50 loan, collect today.",1,singlish,government_impersonation
Voucher NTUC SGD 250 tidak dikehendaki.,1,ms,prize
Lucky winner selected. Receive SGD 2000 prize. Click the link to resolve.,1,en,prize
"Oi Facebook has new part-time job, SGD 5000 per session, easy.",1,singlish,ecommerce
"WhatsApp job sia, do task earn commission, SGD 500 daily.",1,singlish,parcel_delivery
Percubaan akses yang tidak dibenarkan ke akaun PayNow anda. Klik pautan untuk menyelesaikan.,1,ms,phishing
"Jualan saham terhad, transfer SGD 200 segera, balas sebelum tengah malam.",1,ms,ecommerce
Urgent security alert from Citibank. Confirm your details now. Contact support immediately.,1,en,phishing
"现在,我们要把钱拿到五千SGD,不要忽视这个消息.",1,zh,ecommerce
உணவு வங்கி குறைந்து வருகிறது. குடும்பங்களுக்கு 3000 SGD நன்கொடையாக. உடனடியாக செயல்பட.,1,ta,charity
Pinjaman cepat SGD 50 diluluskan segera.,1,ms,loan
"祝! 奖励等待你. 如果不行动,将导致永久关闭.",1,zh,prize
உங்கள் PayNow PayNow அணுகல் தடுக்கப்பட்டுள்ளது. அடையாளத்தை சரிபார்க்கவும் மீட்டெடுக்க. இணைப்பை கிளிக் செய்யவும் தீர்க்க.,1,ta,phishing
"警报警报,请确认您的详细信息.",1,zh,phishing
"Good room in Ang Mo Kio, SGD 5000 only, transfer now.",1,singlish,job_scam
Skim Crypto menjamin pengembalian SGD 5000 setiap minggu.,1,ms,investment
Online job available. SGD 500 per task payout guaranteed. Act now.,1,en,job_scam
sumbangan SGD 750 melalui Signal.,1,ms,charity
Tuan rumah memerlukan deposit SGD 5000 melalui Facebook. Klik pautan untuk menyelesaikan.,1,ms,rental
现在就付出1500SGD的存款.,1,zh,rental
Percubaan akses yang mencurigakan di akaun HSBC anda.,1,ms,bank_impersonation
"உரிமம் பெற்ற கடன் வழங்குநர், 5000 SGD கடன், குறைந்த வட்டி, உங்கள் அணுகல் திரும்பப் பெறப்படும்.",1,ta,loan
内容主持人每天2000SGD.,1,zh,job_scam
வாடகைதாரர் சிக்னல் மூலம் SGD 200 வைப்பு தேவை. உடனடியாக ஆதரவு தொடர்பு.,1,ta,rental
"IRAS say you owe tax leh, pay SGD 300 or kena account termination.",1,singlish,ecommerce
SGD 50 முதலீடு மற்றும் 30 நாட்களில் உங்கள் பணம் இரட்டிப்பாகும்.,1,ta,investment
"现在付200SGD,不要忽略这个消息.",1,zh,government_impersonation
"您的订单已完成,请支付750SGD.",1,zh,parcel_delivery
Limited stock sale. Transfer SGD 150 immediately. Click the link to resolve.,1,en,ecommerce
Order confirmed. Pay SGD 1500 deposit to release goods. Your access will be revoked.,1,en,ecommerce
Food bank running low. Donate SGD 1500 to help families. Failure to respond will result in legal action.,1,en,charity
Aiya investment can earn SGD 500 fast one.,1,singlish,bank_impersonation
நீங்கள் ஒரு SGD 150 பண பரிசு தேர்ந்தெடுக்கப்படுகிறீர்கள். உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,prize
வாழ்த்துக்கள். SGD 250 பரிசு உங்களுக்காக காத்திருக்கிறது. உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளை தவிர்க்க.,1,ta,prize
என் தொலைபேசி காணாமல் போனது. தயவுசெய்து SGD 100 ஐ இந்த புதிய எண்ணுக்கு அனுப்புங்கள். இந்த செய்தியை புறக்கணிக்க வேண்டாம்.,1,ta,fake_friend
Delivery failed. Pay SGD 3000 to release your parcel. Act now.,1,en,parcel_delivery
"今晚的闪电销售结束,付出150SGD,锁定价格.",1,zh,ecommerce
您的PayNow账户发现了可疑的访问尝试.,1,zh,phishing
No credit check loan available. Get SGD 750 today. This is your final notice.,1,en,loan
1000 SGD உடன் தொடங்கி தினமும் பாசிவ் வருமானம் ஈட்டவும்.,1,ta,investment
அதிர்ஷ்டசாலி வெற்றியாளர் தேர்ந்தெடுக்கப்பட்டார். SGD 50 பரிசு பெறுங்கள். உடனடி நடவடிக்கை தேவை.,1,ta,prize
房东需要通过电报存款1500SGD.,1,zh,rental
Fast loan of SGD 100 approved instantly. Contact support immediately.,1,en,loan
Tiada pinjaman cek kredit yang tersedia. Dapatkan SGD 1000 hari ini. Ini pemberitahuan terakhir anda.,1,ms,loan
"IRAS say you owe tax leh, pay SGD 750 or kena credit score impact.",1,singlish,phishing
இன்ஸ்டாகிராம் பணி பணி. $50 மணிக்கு கமிஷன். உடனடியாக சரிபார்க்கவும்.,1,ta,job_scam
"Jualan saham terhad, transfer SGD 250 segera, balas sebelum tengah malam.",1,ms,ecommerce
"家庭紧急情况,通过WhatsApp转移SGD150.",1,zh,fake_friend
"Wah this job very good sia, SGD 200 per hour, from home.",1,singlish,prize
Sumbangkan SGD 300 melalui Facebook. Jangan mengabaikan mesej ini.,1,ms,charity
Licensed moneylender. SGD 2000 loan. Low interest. Verify immediately.,1,en,loan
您的Singpass账户上未经授权的提款.,1,zh,phishing
கடன் காசோலை கடன் கிடைக்கவில்லை. SGD 100 இன்று பெற. உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,loan
"Hi Mum, it's me. Stuck overseas. Send SGD 50 please. Your account will be terminated.",1,en,fake_friend
உங்கள் OCBC கணக்கு நிறுத்தப்பட்டுள்ளது. உடனடியாக ஆதரவு தொடர்பு.,1,ta,phishing
"紧急救援基金,今天需要100SGD的捐款,请确认您的详细信息,以避免干扰.",1,zh,charity
நிலையான பட்டியலிடப்பட்ட எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். உங்கள் விவரங்களை உறுதிப்படுத்தவும் இடையூறுகளைத் தவிர்க்கவும்.,1,ta,bank_impersonation
Mulakan dengan SGD 5000 dan dapatkan pendapatan pasif setiap sesi.,1,ms,investment
"அரசாங்க இணையதளத்தில் உங்கள் அடையாளத்தை சரிபார்க்கவும், கருப்பு பட்டியலில் சேர்க்கப்படுவதைத் தவிர்க்கவும். தண்டனைகளைத் தவிர்க்க இப்போது பதிலளிக்கவும்.",1,ta,government_impersonation
"家庭紧急情况,通过微信转移SGD3000.",1,zh,fake_friend
Percubaan akses yang tidak dibenarkan ke akaun Maybank anda.,1,ms,phishing
Limited stock sale. Transfer SGD 750 immediately. Do not ignore this message.,1,en,ecommerce
"Aiya so easy one, product tester job, earn SGD 50 from home.",1,singlish,phishing
"Aiyoh cheap rental sia, SGD 250 deposit, confirm yours.",1,singlish,loan
"Aiyoh Citibank say got transfer on your account, faster check.",1,singlish,prize
"Wah this job very good sia, SGD 300 every day, from home.",1,singlish,ecommerce
"Aiya so easy one, data entry clerk job, earn SGD 1000 from home.",1,singlish,charity
Congratulations! SGD 750 reward waiting for you. Failure to act will result in permanent closure.,1,en,prize
Sumbangkan SGD 50 melalui Facebook. Klik pautan untuk menyelesaikan.,1,ms,charity
அதிக வருமானம் பெறும் நிதிகளுக்கு குறைந்தபட்சம் 2000 SGD.,1,ta,investment
"請將SGD750送到新號碼,確認您的詳細,以避免中斷.",1,zh,fake_friend
ஃபிளாஷ் விற்பனை இன்று இரவில் முடிகிறது SGD 2000 செலுத்துங்கள் விலை பூட்டுதல் உங்கள் கணக்கு முடக்கப்படும்,1,ta,ecommerce
You are selected for a SGD 1500 cash prize. Contact support immediately.,1,en,prize
Tiada pinjaman cek kredit yang tersedia. Dapatkan SGD 1000 hari ini.,1,ms,loan
Paket dikembalikan kepada penghantar. Mengemas kini alamat dan membayar SGD 500.,1,ms,parcel_delivery
Lucky winner selected. Receive SGD 100 prize. Respond within 24 hours.,1,en,prize
"现在就拿到750SGD,点击链接,才能解决.",1,zh,loan
